transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level,recommended_action,risk_reasons
TXN008557,10772,379.15,2,0,51,0,58,1,0,289.68,1.3,1330,CARD,0,9.37,0,3.75,LOW,ALLOW,No major risk signals
TXN008558,12890,456.6,20,0,790,0,68,0,0,867.32,0.53,1418,NETBANKING,0,47.47,0,18.99,LOW,ALLOW,No major risk signals
TXN008559,12766,291.67,1,1,5,0,29,3,0,230.52,1.26,537,CARD,0,21.57,23,22.43,LOW,ALLOW,New device | Elevated velocity
TXN008560,10327,3209.56,14,0,933,0,21,1,1,1615.78,1.99,1421,CARD,0,24.74,0,9.9,LOW,ALLOW,No major risk signals
TXN008561,12258,257.53,19,0,504,0,95,2,1,412.59,0.62,1343,NETBANKING,0,13.1,0,5.24,LOW,ALLOW,No major risk signals
TXN008562,12774,2016.81,10,0,726,0,80,3,0,2422.92,0.83,1062,UPI,1,74.16,8,34.47,LOW,ALLOW,Elevated velocity
TXN008563,10922,259.67,18,0,868,0,93,2,0,322.47,0.8,721,UPI,0,35.48,0,14.19,LOW,ALLOW,No major risk signals
TXN008564,10551,1723.86,17,0,217,0,5,2,0,291.1,5.9,1227,WALLET,1,74.81,15,38.92,LOW,ALLOW,High amount deviation
TXN008565,12073,2051.46,21,0,1236,0,4,1,0,424.41,4.82,1783,NETBANKING,0,42.79,15,26.11,LOW,ALLOW,High amount deviation
TXN008566,12074,2390.33,10,0,447,0,40,0,0,410.36,5.81,673,UPI,0,14.4,15,14.76,LOW,ALLOW,High amount deviation
TXN008567,10701,370.46,2,0,582,0,99,2,0,479.37,0.77,818,CARD,0,16.71,0,6.68,LOW,ALLOW,No major risk signals
TXN008568,11919,1032.4,3,0,569,0,85,0,1,357.43,2.88,72,UPI,0,19.18,7,11.87,LOW,ALLOW,Above-normal amount
TXN008569,12729,538.86,5,0,1127,0,46,0,0,153.77,3.48,1857,NETBANKING,0,4.71,7,6.08,LOW,ALLOW,Above-normal amount
TXN008570,12460,422.58,11,1,18,0,22,1,0,451.08,0.93,503,NETBANKING,0,39.91,15,24.96,LOW,ALLOW,New device
TXN008571,10166,931.95,20,0,1463,0,76,0,0,2081.17,0.45,279,NETBANKING,1,77.45,0,30.98,LOW,ALLOW,No major risk signals
TXN008572,10168,1793.29,3,0,560,0,52,2,1,292.38,6.11,1982,UPI,0,10.25,15,13.1,LOW,ALLOW,High amount deviation
TXN008573,10228,541.38,11,0,717,0,39,0,0,458.59,1.18,1671,WALLET,0,38.44,0,15.38,LOW,ALLOW,No major risk signals
TXN008574,12002,1187.73,3,0,1068,0,60,1,0,277.73,4.26,1205,NETBANKING,0,20.03,15,17.01,LOW,ALLOW,High amount deviation
TXN008575,10366,415.06,1,0,1162,0,79,3,0,763.52,0.54,1716,UPI,0,25.76,8,15.1,LOW,ALLOW,Elevated velocity
TXN008576,10527,369.9,11,0,153,0,13,1,0,205.82,1.79,1162,CARD,0,21.96,0,8.79,LOW,ALLOW,No major risk signals
TXN008577,10790,681.47,12,0,1358,0,21,2,0,555.8,1.22,895,NETBANKING,0,25.7,0,10.28,LOW,ALLOW,No major risk signals
TXN008578,10523,717.09,15,0,1071,1,605,0,0,570.06,1.26,362,WALLET,0,38.71,15,24.48,LOW,ALLOW,Location change
TXN008579,11095,1583.85,3,0,113,0,80,1,0,306.07,5.16,649,WALLET,0,29.44,15,20.78,LOW,ALLOW,High amount deviation
TXN008580,11668,309.89,7,1,5,0,2,3,1,482.3,0.64,660,CARD,0,7.48,23,16.79,LOW,ALLOW,New device | Elevated velocity
TXN008581,12153,5624.23,4,1,5,1,1751,0,0,411.48,13.64,157,CARD,1,98.91,95,96.57,HIGH,MANUAL REVIEW,New device | Location change | Extreme amount deviation | Very large distance | New device + location change | New device + unusual amount | Location change + large distance
TXN008582,12779,195.7,13,0,1241,0,72,2,0,518.81,0.38,770,UPI,0,17.16,0,6.86,LOW,ALLOW,No major risk signals
TXN008583,11908,1089.92,14,0,1217,0,37,1,0,393.0,2.77,1112,UPI,0,32.3,7,17.12,LOW,ALLOW,Above-normal amount
TXN008584,11305,704.64,10,1,4,0,6,2,0,280.33,2.5,1253,UPI,0,27.77,22,24.31,LOW,ALLOW,New device | Above-normal amount
TXN008585,10132,517.45,9,1,16,0,12,2,1,312.37,1.65,414,CARD,0,31.44,15,21.58,LOW,ALLOW,New device
TXN008586,12581,773.66,9,0,49,0,95,0,0,714.18,1.08,1120,UPI,0,25.42,0,10.17,LOW,ALLOW,No major risk signals
TXN008587,12316,1589.77,23,0,1049,0,54,1,0,508.23,3.12,850,UPI,0,43.74,7,21.7,LOW,ALLOW,Above-normal amount
TXN008588,12720,1814.18,5,0,142,0,1,1,0,323.69,5.59,413,UPI,0,26.89,15,19.75,LOW,ALLOW,High amount deviation
TXN008589,11642,746.26,15,0,1370,0,36,0,0,198.11,3.75,126,UPI,0,12.94,7,9.38,LOW,ALLOW,Above-normal amount
TXN008590,12838,1190.37,20,1,8,0,76,2,0,314.36,3.77,511,NETBANKING,0,37.38,22,28.15,LOW,ALLOW,New device | Above-normal amount
TXN008591,11888,289.82,3,0,1203,0,92,2,0,705.89,0.41,1690,CARD,0,16.46,0,6.58,LOW,ALLOW,No major risk signals
TXN008592,11770,767.68,8,0,865,1,1312,1,1,417.22,1.84,1651,WALLET,0,19.73,35,28.89,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN008593,10017,1255.41,9,0,801,0,49,2,0,732.58,1.71,1992,UPI,0,23.52,0,9.41,LOW,ALLOW,No major risk signals
TXN008594,11777,128.95,4,0,442,0,19,1,0,568.72,0.23,1624,WALLET,1,68.78,0,27.51,LOW,ALLOW,No major risk signals
TXN008595,10116,961.77,9,0,855,0,48,0,0,408.99,2.35,757,CARD,0,43.26,7,21.5,LOW,ALLOW,Above-normal amount
TXN008596,10797,778.23,15,0,87,0,10,0,0,325.84,2.38,1934,CARD,0,45.46,7,22.38,LOW,ALLOW,Above-normal amount
TXN008597,12598,2642.13,10,0,1107,0,49,0,0,1932.97,1.37,183,WALLET,0,30.28,0,12.11,LOW,ALLOW,No major risk signals
TXN008598,12976,1034.89,5,0,1414,0,40,1,0,569.55,1.81,1139,UPI,0,30.61,0,12.24,LOW,ALLOW,No major risk signals
TXN008599,11711,1349.99,6,0,746,0,72,2,0,276.21,4.87,1853,CARD,0,27.02,15,19.81,LOW,ALLOW,High amount deviation
TXN008600,10752,712.81,11,0,452,0,3,0,1,442.31,1.61,1130,NETBANKING,0,23.56,0,9.42,LOW,ALLOW,No major risk signals
TXN008601,12469,1536.47,12,0,1110,0,42,1,1,660.1,2.32,487,NETBANKING,0,47.6,7,23.24,LOW,ALLOW,Above-normal amount
TXN008602,11392,1448.01,16,0,93,0,78,0,0,548.7,2.63,1881,CARD,0,38.46,7,19.58,LOW,ALLOW,Above-normal amount
TXN008603,12693,295.71,8,0,315,0,99,1,2,421.57,0.7,557,UPI,0,25.94,8,15.17,LOW,ALLOW,Repeated failed attempts
TXN008604,12605,1169.5,7,0,371,0,30,3,0,664.48,1.76,1646,UPI,0,25.93,8,15.17,LOW,ALLOW,Elevated velocity
TXN008605,12097,2452.6,15,0,538,0,1,1,3,674.35,3.63,882,UPI,1,65.96,22,39.59,LOW,ALLOW,Multiple failed attempts | Above-normal amount
TXN008606,10677,2071.9,20,0,1487,1,375,1,1,799.77,2.59,570,UPI,0,34.97,22,27.19,LOW,ALLOW,Location change | Above-normal amount
TXN008607,10105,918.98,2,0,1491,0,84,0,0,757.42,1.21,1455,WALLET,0,2.4,0,0.96,LOW,ALLOW,No major risk signals
TXN008608,10657,1180.2,4,0,564,0,29,0,0,563.49,2.09,1761,UPI,0,34.11,7,17.85,LOW,ALLOW,Above-normal amount
TXN008609,11946,1954.07,20,0,110,1,2216,1,1,269.63,7.22,1634,CARD,0,21.97,60,44.79,MEDIUM,STEP-UP VERIFICATION,Location change | Extreme amount deviation | Very large distance | Location change + large distance
TXN008610,11448,341.03,22,0,410,0,86,1,0,519.17,0.66,1444,CARD,0,19.94,0,7.98,LOW,ALLOW,No major risk signals
TXN008611,11095,1343.76,12,0,723,0,74,1,2,1224.15,1.1,1358,UPI,0,38.89,8,20.36,LOW,ALLOW,Repeated failed attempts
TXN008612,10987,168.13,17,0,677,1,658,1,0,484.37,0.35,1979,NETBANKING,0,40.53,15,25.21,LOW,ALLOW,Location change
TXN008613,12889,1868.71,20,0,445,0,24,1,0,188.54,9.86,890,UPI,0,22.87,20,21.15,LOW,ALLOW,Extreme amount deviation
TXN008614,11808,647.4,15,0,648,0,70,2,0,366.91,1.76,1502,CARD,0,42.75,0,17.1,LOW,ALLOW,No major risk signals
TXN008615,11782,834.23,13,0,163,0,49,1,0,421.92,1.97,1460,NETBANKING,0,22.54,0,9.01,LOW,ALLOW,No major risk signals
TXN008616,10445,560.0,10,0,741,0,71,1,2,625.24,0.89,1388,NETBANKING,0,36.45,8,19.38,LOW,ALLOW,Repeated failed attempts
TXN008617,11948,867.06,17,0,915,0,21,2,0,743.33,1.16,335,UPI,0,16.1,0,6.44,LOW,ALLOW,No major risk signals
TXN008618,12117,1115.52,7,0,588,0,35,0,0,356.89,3.12,18,NETBANKING,0,20.17,7,12.27,LOW,ALLOW,Above-normal amount
TXN008619,11997,1704.74,11,0,252,0,2,3,0,330.47,5.14,1014,UPI,0,32.06,23,26.62,LOW,ALLOW,Elevated velocity | High amount deviation
TXN008620,12197,2709.65,18,0,144,0,77,2,0,231.73,11.64,1124,CARD,0,47.7,20,31.08,LOW,ALLOW,Extreme amount deviation
TXN008621,10773,935.67,19,0,355,0,26,1,0,1622.4,0.58,714,UPI,0,30.69,0,12.28,LOW,ALLOW,No major risk signals
TXN008622,11561,218.69,1,0,225,0,99,2,0,694.31,0.31,295,UPI,0,10.47,0,4.19,LOW,ALLOW,No major risk signals
TXN008623,11675,2723.84,8,0,1044,0,89,3,1,646.52,4.21,1176,CARD,0,28.26,23,25.1,LOW,ALLOW,Elevated velocity | High amount deviation
TXN008624,11122,256.93,21,0,1048,1,689,1,1,344.74,0.74,425,UPI,1,70.14,15,37.06,LOW,ALLOW,Location change
TXN008625,11301,627.08,8,1,1,0,36,1,0,910.21,0.69,733,WALLET,0,38.8,15,24.52,LOW,ALLOW,New device
TXN008626,11586,591.82,13,0,255,0,54,2,0,454.92,1.3,1933,WALLET,0,21.72,0,8.69,LOW,ALLOW,No major risk signals
TXN008627,11686,906.71,14,0,312,0,43,2,0,226.89,3.98,965,UPI,0,24.93,7,14.17,LOW,ALLOW,Above-normal amount
TXN008628,10943,306.75,10,0,479,0,71,0,0,771.37,0.4,960,NETBANKING,0,24.32,0,9.73,LOW,ALLOW,No major risk signals
TXN008629,10454,294.35,12,0,1107,0,59,0,0,1046.79,0.28,1835,UPI,0,44.85,0,17.94,LOW,ALLOW,No major risk signals
TXN008630,11127,881.57,23,0,774,0,58,0,0,341.65,2.57,1665,UPI,0,24.53,7,14.01,LOW,ALLOW,Above-normal amount
TXN008631,10945,455.72,4,0,516,0,51,3,0,287.81,1.58,1094,NETBANKING,0,19.32,8,12.53,LOW,ALLOW,Elevated velocity
TXN008632,10600,2819.12,5,0,1203,0,3,0,1,384.97,7.3,303,UPI,0,6.34,20,14.54,LOW,ALLOW,Extreme amount deviation
TXN008633,12700,562.14,22,1,2,0,1,1,0,276.1,2.03,349,CARD,0,7.9,22,16.36,LOW,ALLOW,New device | Above-normal amount
TXN008634,10724,374.63,4,0,239,0,16,2,1,198.05,1.88,888,WALLET,0,26.44,0,10.58,LOW,ALLOW,No major risk signals
TXN008635,12280,3718.44,0,0,345,0,84,0,1,340.72,10.88,828,WALLET,0,22.8,20,21.12,LOW,ALLOW,Extreme amount deviation
TXN008636,11417,1338.69,17,1,3,0,99,1,0,448.49,2.98,195,NETBANKING,0,31.06,22,25.62,LOW,ALLOW,New device | Above-normal amount
TXN008637,11524,9039.96,22,0,1181,0,83,0,0,467.8,19.28,1125,UPI,1,74.41,20,41.76,MEDIUM,STEP-UP VERIFICATION,Extreme amount deviation
TXN008638,10250,175.22,23,0,798,0,29,1,2,1014.56,0.17,1264,NETBANKING,0,17.46,8,11.78,LOW,ALLOW,Repeated failed attempts
TXN008639,11544,1071.27,7,0,1065,0,47,2,0,260.19,4.1,1570,CARD,1,15.3,15,15.12,LOW,ALLOW,High amount deviation
TXN008640,10078,1356.65,16,0,53,0,1,3,0,353.45,3.83,1172,NETBANKING,0,21.49,15,17.6,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN008641,10897,919.33,22,0,155,0,78,0,0,749.74,1.22,891,NETBANKING,0,26.83,0,10.73,LOW,ALLOW,No major risk signals
TXN008642,12968,660.04,10,0,360,0,65,2,0,691.99,0.95,785,CARD,1,54.77,0,21.91,LOW,ALLOW,No major risk signals
TXN008643,10780,2588.35,10,0,1224,0,26,1,0,792.9,3.26,811,CARD,0,26.27,7,14.71,LOW,ALLOW,Above-normal amount
TXN008644,10225,1334.67,2,0,134,0,20,1,0,433.95,3.07,1828,NETBANKING,0,29.28,7,15.91,LOW,ALLOW,Above-normal amount
TXN008645,11074,213.61,7,0,1274,0,88,1,0,236.72,0.9,1909,CARD,0,17.95,0,7.18,LOW,ALLOW,No major risk signals
TXN008646,11209,428.82,7,0,1110,0,92,2,0,439.19,0.97,671,CARD,0,26.81,0,10.72,LOW,ALLOW,No major risk signals
TXN008647,11057,333.82,23,0,62,0,4,0,0,517.02,0.64,199,UPI,0,10.5,0,4.2,LOW,ALLOW,No major risk signals
TXN008648,10802,809.98,20,0,1214,0,64,0,0,253.6,3.18,1617,UPI,0,22.44,7,13.18,LOW,ALLOW,Above-normal amount
TXN008649,10741,2011.3,20,0,1161,1,2409,1,0,702.0,2.86,362,UPI,0,37.14,47,43.06,MEDIUM,STEP-UP VERIFICATION,Location change | Above-normal amount | Very large distance | Location change + large distance
TXN008650,12178,650.43,2,0,1025,1,1515,1,0,349.55,1.86,48,CARD,0,7.03,40,26.81,LOW,ALLOW,Location change | Very large distance | Location change + large distance
TXN008651,12679,724.04,21,0,94,0,47,0,0,603.46,1.2,1106,WALLET,0,21.93,0,8.77,LOW,ALLOW,No major risk signals
TXN008652,12885,390.66,9,1,10,0,10,0,0,739.86,0.53,895,CARD,0,11.84,15,13.73,LOW,ALLOW,New device
TXN008653,12806,1714.95,18,0,1099,0,96,0,0,798.82,2.14,31,UPI,0,45.95,7,22.58,LOW,ALLOW,Above-normal amount
TXN008654,10703,2559.97,13,0,479,0,18,2,1,311.73,8.19,722,UPI,0,31.81,20,24.73,LOW,ALLOW,Extreme amount deviation
TXN008655,12544,873.43,17,1,2,0,17,1,1,541.01,1.61,40,CARD,0,17.96,15,16.18,LOW,ALLOW,New device
TXN008656,11426,3439.27,22,1,3,1,213,0,0,361.36,9.49,1323,UPI,1,99.03,70,81.61,HIGH,MANUAL REVIEW,New device | Location change | Extreme amount deviation | New device + location change | New device + unusual amount
TXN008657,12370,565.4,2,0,463,0,86,1,2,547.42,1.03,845,UPI,0,33.98,8,18.39,LOW,ALLOW,Repeated failed attempts
TXN008658,10614,273.85,19,1,10,0,3,2,0,783.67,0.35,1911,UPI,0,4.76,15,10.9,LOW,ALLOW,New device
TXN008659,10328,1778.83,13,0,1361,0,20,2,0,569.92,3.12,1111,NETBANKING,0,43.77,7,21.71,LOW,ALLOW,Above-normal amount
TXN008660,11395,827.58,10,0,1036,0,40,2,0,753.62,1.1,1476,UPI,0,21.51,0,8.6,LOW,ALLOW,No major risk signals
TXN008661,11483,547.82,9,0,434,0,76,1,0,422.15,1.29,1809,UPI,0,25.33,0,10.13,LOW,ALLOW,No major risk signals
TXN008662,10132,958.31,23,0,172,0,90,0,0,1265.8,0.76,1470,CARD,0,34.52,0,13.81,LOW,ALLOW,No major risk signals
TXN008663,10834,233.52,13,0,788,0,5,4,0,355.92,0.65,1394,UPI,0,26.74,8,15.5,LOW,ALLOW,Elevated velocity
TXN008664,12698,203.19,0,0,317,0,76,2,0,540.22,0.38,735,UPI,0,19.89,0,7.96,LOW,ALLOW,No major risk signals
TXN008665,10120,971.34,15,1,13,0,62,0,0,1220.04,0.8,63,UPI,0,24.08,15,18.63,LOW,ALLOW,New device
TXN008666,12653,1298.82,5,0,436,0,17,1,1,528.13,2.45,380,UPI,0,27.3,7,15.12,LOW,ALLOW,Above-normal amount
TXN008667,11475,2935.93,17,0,583,0,26,0,1,659.36,4.45,1615,CARD,0,19.32,15,16.73,LOW,ALLOW,High amount deviation
TXN008668,10964,1907.68,15,0,1317,0,86,1,0,424.81,4.48,106,UPI,1,56.59,15,31.64,LOW,ALLOW,High amount deviation
TXN008669,10128,1540.8,18,1,3,1,625,2,2,384.71,3.99,894,CARD,0,68.45,55,60.38,MEDIUM,STEP-UP VERIFICATION,New device | Location change | Repeated failed attempts | Above-normal amount | New device + location change
TXN008670,11598,2643.52,15,0,808,0,45,2,0,1086.07,2.43,539,UPI,0,53.36,7,25.55,LOW,ALLOW,Above-normal amount
TXN008671,12076,1361.59,4,0,1097,0,94,1,0,1175.93,1.16,1681,NETBANKING,0,22.48,0,8.99,LOW,ALLOW,No major risk signals
TXN008672,12769,670.1,11,0,1476,0,84,0,0,361.86,1.85,1680,UPI,1,74.21,0,29.69,LOW,ALLOW,No major risk signals
TXN008673,11547,1949.89,5,0,1019,0,88,0,0,1440.4,1.35,1897,WALLET,0,34.64,0,13.86,LOW,ALLOW,No major risk signals
TXN008674,10332,1889.87,1,1,12,0,44,1,0,1306.77,1.45,1936,CARD,0,10.78,15,13.31,LOW,ALLOW,New device
TXN008675,11153,891.9,15,0,810,0,42,2,0,892.64,1.0,1427,UPI,0,24.08,0,9.63,LOW,ALLOW,No major risk signals
TXN008676,11316,323.81,20,0,1089,0,79,2,0,323.22,1.0,1069,CARD,0,42.1,0,16.84,LOW,ALLOW,No major risk signals
TXN008677,11196,196.9,22,0,567,0,49,3,0,279.72,0.7,327,CARD,0,17.76,8,11.9,LOW,ALLOW,Elevated velocity
TXN008678,12991,1837.27,10,1,7,0,79,1,0,645.34,2.84,1403,UPI,0,25.97,22,23.59,LOW,ALLOW,New device | Above-normal amount
TXN008679,11429,1348.67,11,1,10,0,20,1,0,119.43,11.2,1084,UPI,1,98.61,45,66.44,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN008680,10355,1519.65,10,0,1153,0,32,1,0,271.25,5.58,296,NETBANKING,0,15.56,15,15.22,LOW,ALLOW,High amount deviation
TXN008681,10138,1896.52,22,0,1204,0,91,3,0,505.05,3.75,659,WALLET,0,35.3,15,23.12,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN008682,11526,418.15,19,0,1189,0,29,1,0,788.06,0.53,1629,UPI,0,41.77,0,16.71,LOW,ALLOW,No major risk signals
TXN008683,11197,182.15,18,0,1333,0,0,1,0,636.41,0.29,252,CARD,0,8.15,0,3.26,LOW,ALLOW,No major risk signals
TXN008684,10028,1391.97,7,0,1428,0,68,2,0,231.87,5.98,1324,WALLET,0,5.26,15,11.11,LOW,ALLOW,High amount deviation
TXN008685,10930,2485.13,17,0,1477,0,32,3,1,247.39,10.0,422,UPI,1,76.8,28,47.52,MEDIUM,STEP-UP VERIFICATION,Elevated velocity | Extreme amount deviation
TXN008686,12543,1210.85,4,0,1171,0,74,2,0,411.04,2.94,231,UPI,0,20.01,7,12.2,LOW,ALLOW,Above-normal amount
TXN008687,11013,253.81,11,1,10,1,762,4,2,296.31,0.85,1978,NETBANKING,1,94.95,76,83.58,HIGH,MANUAL REVIEW,New device | Location change | Elevated velocity | Repeated failed attempts | Large distance | New device + location change | Location change + large distance
TXN008688,12702,1101.67,9,0,438,0,94,1,0,415.83,2.64,1064,NETBANKING,0,21.73,7,12.89,LOW,ALLOW,Above-normal amount
TXN008689,10827,345.15,14,1,19,0,84,2,0,1243.35,0.28,1898,CARD,0,16.89,15,15.76,LOW,ALLOW,New device
TXN008690,10350,242.0,4,0,673,0,88,4,0,549.27,0.44,1665,NETBANKING,0,30.01,8,16.8,LOW,ALLOW,Elevated velocity
TXN008691,12601,892.01,16,0,280,0,17,2,0,1436.3,0.62,881,UPI,0,21.41,0,8.56,LOW,ALLOW,No major risk signals
TXN008692,12024,1030.83,22,0,908,0,11,1,0,1179.13,0.87,1786,UPI,0,30.13,0,12.05,LOW,ALLOW,No major risk signals
TXN008693,10298,825.65,3,1,3,0,11,2,1,229.83,3.58,1101,UPI,0,28.15,22,24.46,LOW,ALLOW,New device | Above-normal amount
TXN008694,11743,1302.99,11,0,878,0,98,1,0,484.22,2.69,1003,UPI,0,33.74,7,17.7,LOW,ALLOW,Above-normal amount
TXN008695,11865,458.51,17,0,1094,0,63,1,0,587.45,0.78,794,UPI,0,23.99,0,9.59,LOW,ALLOW,No major risk signals
TXN008696,11215,965.68,7,0,601,0,28,0,0,442.68,2.18,1515,UPI,0,36.75,7,18.9,LOW,ALLOW,Above-normal amount
TXN008697,11695,594.34,19,0,498,0,77,2,1,428.92,1.38,105,WALLET,0,40.09,0,16.04,LOW,ALLOW,No major risk signals
TXN008698,12111,724.92,16,0,584,0,76,0,0,338.75,2.13,234,UPI,0,14.34,7,9.93,LOW,ALLOW,Above-normal amount
TXN008699,10754,1127.94,7,0,562,1,967,1,0,888.85,1.27,1582,NETBANKING,0,32.88,35,34.15,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN008700,10769,2209.88,12,0,1474,0,83,0,0,815.91,2.71,744,NETBANKING,1,23.45,7,13.58,LOW,ALLOW,Above-normal amount
TXN008701,11238,1151.08,22,0,663,0,1,0,0,612.74,1.88,1379,UPI,0,10.54,0,4.21,LOW,ALLOW,No major risk signals
TXN008702,10833,1526.0,2,0,1007,0,11,0,0,660.78,2.31,232,CARD,0,23.62,7,13.65,LOW,ALLOW,Above-normal amount
TXN008703,12213,905.69,2,1,10,0,43,2,0,131.23,6.85,1000,WALLET,0,31.11,40,36.44,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN008704,11906,1358.96,6,0,1264,0,73,1,0,150.72,8.96,1317,UPI,0,7.45,20,14.98,LOW,ALLOW,Extreme amount deviation
TXN008705,11564,2161.87,17,1,19,0,35,1,0,1489.7,1.45,1287,UPI,0,14.34,15,14.73,LOW,ALLOW,New device
TXN008706,11218,4435.12,20,0,986,0,16,0,0,627.84,7.05,1711,UPI,0,12.12,20,16.85,LOW,ALLOW,Extreme amount deviation
TXN008707,10505,2512.82,6,0,1353,1,789,1,0,692.03,3.63,1781,NETBANKING,0,45.1,42,43.24,MEDIUM,STEP-UP VERIFICATION,Location change | Above-normal amount | Large distance | Location change + large distance
TXN008708,11357,856.78,21,0,248,0,99,0,0,209.85,4.06,129,UPI,0,18.52,15,16.41,LOW,ALLOW,High amount deviation
TXN008709,12840,2375.51,22,0,1443,0,17,2,3,186.09,12.7,147,CARD,0,10.75,35,25.3,LOW,ALLOW,Multiple failed attempts | Extreme amount deviation
TXN008710,12880,1431.8,1,1,17,0,12,1,0,707.99,2.02,337,UPI,0,14.64,22,19.06,LOW,ALLOW,New device | Above-normal amount
TXN008711,11460,535.86,6,1,16,1,1458,2,0,184.6,2.89,887,WALLET,0,40.24,67,56.3,MEDIUM,STEP-UP VERIFICATION,New device | Location change | Above-normal amount | Large distance | New device + location change | Location change + large distance
TXN008712,12905,1448.65,1,0,416,0,59,0,2,1016.24,1.42,749,NETBANKING,0,39.58,8,20.63,LOW,ALLOW,Repeated failed attempts
TXN008713,11416,343.99,6,0,700,0,11,0,0,662.07,0.52,604,CARD,0,30.59,0,12.23,LOW,ALLOW,No major risk signals
TXN008714,12853,1450.49,13,0,980,0,78,2,0,856.98,1.69,549,WALLET,0,33.98,0,13.59,LOW,ALLOW,No major risk signals
TXN008715,11172,3979.96,14,0,1354,0,47,0,1,446.68,8.89,1742,UPI,0,24.24,20,21.7,LOW,ALLOW,Extreme amount deviation
TXN008716,10760,1806.64,15,0,143,0,50,1,0,464.79,3.88,1121,UPI,0,53.74,7,25.69,LOW,ALLOW,Above-normal amount
TXN008717,10832,2482.76,23,0,852,0,66,2,2,1123.13,2.21,1406,NETBANKING,0,30.64,15,21.26,LOW,ALLOW,Repeated failed attempts | Above-normal amount
TXN008718,11428,651.02,7,0,89,0,59,2,1,406.77,1.6,643,UPI,0,29.83,0,11.93,LOW,ALLOW,No major risk signals
TXN008719,10282,1351.2,15,0,956,0,9,1,1,1890.19,0.71,1424,CARD,0,12.8,0,5.12,LOW,ALLOW,No major risk signals
TXN008720,10378,1625.29,20,0,784,0,22,0,1,220.82,7.33,349,CARD,0,17.73,20,19.09,LOW,ALLOW,Extreme amount deviation
TXN008721,10197,692.71,6,0,144,1,540,2,0,520.42,1.33,1547,UPI,0,17.06,15,15.82,LOW,ALLOW,Location change
TXN008722,10555,1605.44,10,0,324,0,24,1,0,154.06,10.35,834,CARD,0,28.06,20,23.23,LOW,ALLOW,Extreme amount deviation
TXN008723,10355,1321.45,23,0,1433,0,64,1,1,499.47,2.64,1780,UPI,0,37.07,7,19.03,LOW,ALLOW,Above-normal amount
TXN008724,11563,1620.67,3,0,645,0,60,0,0,948.54,1.71,1299,UPI,0,30.87,0,12.35,LOW,ALLOW,No major risk signals
TXN008725,11040,374.07,17,0,109,0,68,1,0,590.16,0.63,91,CARD,0,17.92,0,7.17,LOW,ALLOW,No major risk signals
TXN008726,12686,2656.29,22,0,1080,0,68,2,0,688.12,3.85,875,CARD,0,30.93,7,16.57,LOW,ALLOW,Above-normal amount
TXN008727,10378,1316.91,12,0,1489,0,46,0,0,794.65,1.66,407,CARD,0,34.48,0,13.79,LOW,ALLOW,No major risk signals
TXN008728,10679,812.07,16,0,1286,0,26,0,0,609.6,1.33,723,CARD,0,31.02,0,12.41,LOW,ALLOW,No major risk signals
TXN008729,12553,828.89,11,0,283,0,61,3,0,666.21,1.24,367,UPI,0,26.46,8,15.38,LOW,ALLOW,Elevated velocity
TXN008730,11779,868.7,17,0,1418,0,70,0,0,384.36,2.25,809,UPI,0,42.4,7,21.16,LOW,ALLOW,Above-normal amount
TXN008731,10898,443.82,9,0,1441,0,48,1,0,739.39,0.6,190,CARD,0,23.16,0,9.26,LOW,ALLOW,No major risk signals
TXN008732,10075,2467.07,6,0,967,0,60,1,0,341.9,7.19,1548,UPI,0,30.63,20,24.25,LOW,ALLOW,Extreme amount deviation
TXN008733,10230,2035.8,11,0,402,0,87,2,0,758.56,2.68,1024,CARD,0,43.89,7,21.76,LOW,ALLOW,Above-normal amount
TXN008734,11739,2155.5,11,0,376,0,86,2,0,390.58,5.5,569,UPI,0,25.97,15,19.39,LOW,ALLOW,High amount deviation
TXN008735,10961,3249.36,12,0,1491,0,71,3,0,717.41,4.52,1169,UPI,0,13.76,23,19.31,LOW,ALLOW,Elevated velocity | High amount deviation
TXN008736,12349,1055.02,0,0,1190,0,29,2,1,492.07,2.14,1298,CARD,0,15.17,7,10.27,LOW,ALLOW,Above-normal amount
TXN008737,12773,219.78,6,0,1206,0,30,4,0,426.35,0.51,212,UPI,0,16.95,8,11.58,LOW,ALLOW,Elevated velocity
TXN008738,12262,1532.32,15,0,373,0,15,2,0,1619.58,0.95,793,WALLET,1,71.21,0,28.49,LOW,ALLOW,No major risk signals
TXN008739,12116,1484.57,15,0,87,0,91,1,0,346.46,4.27,1515,WALLET,0,44.86,15,26.94,LOW,ALLOW,High amount deviation
TXN008740,10392,3363.57,20,0,249,0,64,1,1,651.84,5.15,1889,WALLET,0,47.86,15,28.15,LOW,ALLOW,High amount deviation
